cover_img,authors,publication_year,title,rating
book_covers/1418.png,"Vince Flynn, Kyle Mills, Armand Schultz",2015,The Survivor,4.2
book_covers/1419.png,Elin Hilderbrand,2007,Barefoot,3.77
book_covers/1420.png,Elin Hilderbrand,2015,The Rumor,3.69
book_covers/1421.png,Elin Hilderbrand,2011,Silver Girl,3.87
book_covers/1422.png,Elin Hilderbrand,2014,The Matchmaker,3.82
book_covers/1423.png,Elin Hilderbrand,2009,The Castaways,3.69
book_covers/1424.png,Elin Hilderbrand,2013,Beautiful Day,3.75
book_covers/1425.png,Elin Hilderbrand,2014,Winter Street,3.67
book_covers/1426.png,Elin Hilderbrand,2003,Summer People,3.93
book_covers/1427.png,Elin Hilderbrand,2002,Nantucket Nights,3.64
book_covers/1428.png,Elin Hilderbrand,2015,Winter Stroll,3.7
book_covers/1429.png,Holly Black,2002,Tithe: A Modern Faerie Tale,3.73
book_covers/1430.png,"Holly Black, Tony DiTerlizzi",2003,The Field Guide,3.85
book_covers/1431.png,"Holly Black, Cassandra Clare",2014,The Iron Trial,3.95
book_covers/1432.png,Holly Black,2013,The Coldest Girl in Coldtown,3.86
book_covers/1433.png,Holly Black,2007,Ironside: A Modern Faery's Tale,4.04
book_covers/1434.png,"Holly Black, Tony DiTerlizzi",2000,The Seeing Stone,3.87
book_covers/1435.png,"Holly Black, Tony DiTerlizzi",2004,The Wrath of Mulgarath,3.92
book_covers/1436.png,"Holly Black, Tony DiTerlizzi",2004,The Ironwood Tree,3.92
book_covers/1437.png,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,My True Love Gave to Me: Twelve Holiday Stories,3.73
book_covers/1438.png,Holly Black,2010,White Cat,3.81
book_covers/1439.png,"Holly Black, Tony DiTerlizzi",2003,Lucinda’s Secret,3.87
book_covers/1440.png,Holly Black,2015,The Darkest Part of the Forest,3.91
book_covers/1441.png,Holly Black,2002,Tithe: A Modern Faerie Tale ,3.92
book_covers/1442.png,"Holly Black, Eliza Wheeler",2013,Doll Bones,3.7
book_covers/1443.png,Erin Hunter,2006,Sunset,4.35
book_covers/1444.png,Erin Hunter,2007,The Sight,4.27
book_covers/1445.png,Erin Hunter,2006,Twilight,4.3
book_covers/1446.png,Erin Hunter,2007,Firestar's Quest,4.32
book_covers/1447.png,Lisa Kleypas,2007,Mine Till Midnight,4.08
book_covers/1448.png,Lisa Kleypas,2006,Devil in Winter ,4.26
book_covers/1449.png,Lisa Kleypas,2009,Smooth Talking Stranger  (Travis Family #3) ,4.17
book_covers/1450.png,Lisa Kleypas,2004,Again the Magic ,4.05
book_covers/1451.png,Lisa Kleypas,1994,Dreaming of You ,4.22
book_covers/1452.png,Lisa Kleypas,2006,Scandal in Spring,4.02
book_covers/1453.png,"Lisa Kleypas, Rosalyn Landor",2009,Tempt Me at Twilight,4.18
book_covers/1454.png,Lisa Kleypas,2010,Married By Morning,4.14
book_covers/1455.png,Lisa Kleypas,2008,Seduce Me at Sunrise,4.1
book_covers/1456.png,Lisa Kleypas,1993,Then Came You,3.99
book_covers/1457.png,"Robert Kirkman, Charlie Adlard",2004,"The Walking Dead, Vol. 2: Miles Behind Us",4.25
book_covers/1458.png,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 3: Safety Behind Bars",4.31
book_covers/1459.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart's Desire",4.23
book_covers/1460.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense",4.3
book_covers/1461.png,"Robert Kirkman, Charlie Adlard",2010,The Walking Dead Volume 12,4.34
book_covers/1462.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,4.27
book_covers/1463.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2010,The Walking Dead Volume 11,4.33
book_covers/1464.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2011,"The Walking Dead, Vol. 14: No Way Out ",4.34
book_covers/1465.png,"Robert Kirkman, Charlie Adlard",2005,The Walking Dead. Book Two,4.35
book_covers/1466.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007,The Walking Dead. Book Three,4.43
book_covers/1467.png,Stephenie Meyer,2005,Twilight,3.57
book_covers/1468.png,Stephenie Meyer,2006,"New Moon (Twilight, #2)",3.52
book_covers/1469.png,Stephenie Meyer,2007,Eclipse,3.69
book_covers/1470.png,Stephenie Meyer,2008,Breaking Dawn,3.7
book_covers/1471.png,Stephenie Meyer,2008,The Host,3.84
book_covers/1472.png,Stephenie Meyer,2009,The Short Second Life of Bree Tanner,3.51
book_covers/1473.png,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005,The Twilight Saga,3.88
book_covers/1474.png,"Young Kim, Stephenie Meyer",2010,Twilight: The Graphic Novel,3.74
book_covers/1475.png,Stephenie Meyer,2011,The Twilight Saga: The Official Guide,4.23
book_covers/1476.png,"Stephenie Meyer, Young Kim",2011,"Twilight: The Graphic Novel,",4.26
book_covers/1477.png,Stephenie Meyer,2016,The Chemist,3.69
book_covers/1478.png,"E.B. White, Garth Williams, Rosemary Wells",1952,Charlotte's Web,4.15
book_covers/1479.png,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,4.16
book_covers/1480.png,"E.B. White, Garth Williams",1945,Stuart Little,3.88
book_covers/1481.png,Bill Bryson,1995,Notes from a Small Island,3.91
book_covers/1482.png,Bill Bryson,2010,At Home: A Short History of Private Life,3.96
book_covers/1483.png,Bill Bryson,1989,The Lost Continent: Travels in Small-Town America,3.83
book_covers/1484.png,Bill Bryson,2013,One Summer: America 1927,4.06
book_covers/1485.png,Bill Bryson,1990,The Mother Tongue: English and How It Got That Way,3.95
book_covers/1486.png,Bill Bryson,2015,The Road to Little Dribbling,3.71
book_covers/1487.png,Bill Bryson,1994,Made in America: An Informal History of the English Language in the United States,3.89
book_covers/1488.png,Edgar Allan Poe,1843,The Tell-Tale Heart,4.15
book_covers/1489.png,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,4.37
book_covers/1490.png,"Edgar Allan Poe, Stephen Marlowe",1960,The Fall of the House of Usher and Other Writings,4.14
book_covers/1491.png,Edgar Allan Poe,1846,The Cask of Amontillado,4.09
book_covers/1492.png,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843,The Tell-Tale Heart,4.22
book_covers/1493.png,"Edgar Allan Poe, Philip Pullman",1845,The Raven and Other Poems,4.3
book_covers/1494.png,Edgar Allan Poe,1841,The Murders in the Rue Morgue,3.92
book_covers/1495.png,Edgar Allan Poe,1849,The Complete Tales and Poems of Edgar Allan Poe,4.48
book_covers/1496.png,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,3.77
book_covers/1497.png,"Anonymous, Joseph Smith Jr.",1830,The Book of Mormon,4.37
book_covers/1498.png,Anonymous,609,القرآن‎‎ [al-Qurʾān],4.34
book_covers/1499.png,Anonymous,1909,Holy Bible: New International Version,4.61
book_covers/1500.png,Anonymous,2001,Holy Bible English Standard Version,4.66
book_covers/1501.png,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750,易 [Yì],4.18
book_covers/1502.png,"Anonymous, Juan Mascaró",-500,उपनिषद [Upaniṣad],4.2
book_covers/1503.png,"Francine Rivers, Richard Ferrone",1993,A Voice in the Wind,4.6
book_covers/1504.png,Francine Rivers,1994,"An Echo in the Darkness (Mark of the Lion, #2)",4.6
book_covers/1505.png,Francine Rivers,1997,The Atonement Child,4.26
book_covers/1506.png,Francine Rivers,1995,"As Sure as the Dawn (Mark of the Lion, #3)",4.39
book_covers/1507.png,Francine Rivers,1995,The Scarlet Thread ,4.14
book_covers/1508.png,Francine Rivers,2010,"Her Mother's Hope (Marta's Legacy, #1)",4.28
book_covers/1509.png,Francine Rivers,1999,Leota's Garden,4.07
book_covers/1510.png,Francine Rivers,2014,Bridge to Haven,4.07
book_covers/1511.png,Francine Rivers,2003,And the Shofar Blew,4.11
book_covers/1512.png,Francine Rivers,1993,Mark of the Lion Trilogy,4.76
book_covers/1513.png,Francine Rivers,2010,Her Daughter's Dream,4.34
book_covers/1514.png,"Isabel Allende, Magda Bogin",1982,La casa de los espíritus,4.2
book_covers/1515.png,"Isabel Allende, Margaret Sayers Peden",1998,Hija de la fortuna,3.89
book_covers/1516.png,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015,El amante japonés,3.8
book_covers/1517.png,"Isabel Allende, Margaret Sayers Peden",1987,Eva Luna,3.95
book_covers/1518.png,"Isabel Allende, Margaret Sayers Peden",2000,Retrato en sepia,3.93
book_covers/1519.png,"Isabel Allende, Margaret Sayers Peden",2009,La isla bajo el mar,4.01
book_covers/1520.png,Isabel Allende,1994,Paula,4.07
book_covers/1521.png,"Isabel Allende, Margaret Sayers Peden",2002,La ciudad de las bestias,3.69
book_covers/1522.png,"Isabel Allende, Anne McLean",2011,El cuaderno de Maya,3.8
book_covers/1523.png,"Isabel Allende, Oliver Brock, Frank Wynne",2013,El juego de Ripper,3.24
book_covers/1524.png,Patricia Briggs,2006,Moon Called,4.18
book_covers/1525.png,Patricia Briggs,2008,Iron Kissed,4.36
book_covers/1526.png,Patricia Briggs,2007,Blood Bound,4.31
book_covers/1527.png,Patricia Briggs,2009,Bone Crossed,4.34
book_covers/1528.png,Patricia Briggs,2010,Silver Borne,4.38
book_covers/1529.png,Patricia Briggs,2008,Cry Wolf,4.11
book_covers/1530.png,Patricia Briggs,2011,River Marked,4.26
book_covers/1531.png,Patricia Briggs,2013,Frost Burned,4.35
book_covers/1532.png,Patricia Briggs,2009,Hunting Ground,4.27
book_covers/1533.png,Patricia Briggs,2014,Night Broken,4.42
book_covers/1534.png,Patricia Briggs,2016,Fire Touched,4.35
book_covers/1535.png,"Patricia Briggs, Eileen Wilks, Karen Chance, Sunny",2007,On the Prowl,4.05
book_covers/1536.png,Patricia Briggs,2015,Dead Heat,4.27
book_covers/1537.png,John Flanagan,2004,The Ruins of Gorlan,4.2
book_covers/1538.png,John Flanagan,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",4.32
book_covers/1539.png,John Flanagan,2006,The Sorcerer in the North,4.25
book_covers/1540.png,John Flanagan,2006,The Siege of Macindaw,4.33
book_covers/1541.png,John Flanagan,2007,Erak's Ransom,4.31
book_covers/1542.png,John Flanagan,2009,Halt's Peril,4.38
book_covers/1543.png,John Flanagan,2011,The Outcasts,4.37
book_covers/1544.png,John Flanagan,2012,The Invaders,4.4
book_covers/1545.png,"Rachel Caine, Cynthia Holloway",2010,Kiss of Death,4.22
book_covers/1546.png,Rachel Caine,2010,Ghost Town,4.27
book_covers/1547.png,Rachel Caine,2009,Fade Out,4.2
book_covers/1548.png,Rachel Caine,2009,"The Morganville Vampires, Volume 1",4.36
book_covers/1549.png,Rachel Caine,2011,Last Breath,4.32
book_covers/1550.png,Rachel Caine,2012,Black Dawn,4.26
book_covers/1551.png,Ilona Andrews,2007,Magic Bites,4.07
book_covers/1552.png,Ilona Andrews,2009,Magic Strikes,4.44
book_covers/1553.png,Ilona Andrews,2010,Magic Bleeds,4.46
book_covers/1554.png,Ilona Andrews,2008,Magic Burns,4.33
book_covers/1555.png,Ilona Andrews,2011,Magic Slays,4.43
book_covers/1556.png,Ilona Andrews,2013,Magic Rises,4.49
book_covers/1557.png,Ilona Andrews,2014,Magic Breaks,4.52
book_covers/1558.png,Ilona Andrews,2009,On the Edge,4.02
book_covers/1559.png,Ilona Andrews,2015,Magic Shifts,4.47
book_covers/1560.png,Ilona Andrews,2012,Gunmetal Magic,4.28
book_covers/1561.png,Ilona Andrews,2012,Clean Sweep,4.2
book_covers/1562.png,Ilona Andrews,2014,Burn For Me,4.34
book_covers/1563.png,Ilona Andrews,2016,Magic Binds,4.57
book_covers/1564.png,Ilona Andrews,2010,Bayou Moon,4.09
book_covers/1565.png,Darren Shan,2001,"Vampire Mountain (Cirque du Freak, #4) ",4.16
book_covers/1566.png,Darren Shan,2002,"The Lake of Souls (Cirque Du Freak, #10)",4.19
book_covers/1567.png,Darren Shan,2005,Lord Loss,4.21
book_covers/1568.png,Darren Shan,2002,"Sons of Destiny (Cirque Du Freak, Book 12)",4.22
book_covers/1569.png,Darren Shan,2005,Demon Thief,4.14
book_covers/1570.png,Margaret Atwood,1985,The Handmaid's Tale,4.06
book_covers/1571.png,Margaret Atwood,2003,Oryx and Crake,4.0
book_covers/1572.png,Margaret Atwood,2000,The Blind Assassin,3.95
book_covers/1573.png,Margaret Atwood,2009,The Year of the Flood,4.05
book_covers/1574.png,"Margaret Atwood, Brigitte Walitzek",1996,Alias Grace,3.97
book_covers/1575.png,Margaret Atwood,2013,MaddAddam,3.98
book_covers/1576.png,Margaret Atwood,2015,The Heart Goes Last,3.37
book_covers/1577.png,Margaret Atwood,1969,The Edible Woman,3.67
book_covers/1578.png,Diana Gabaldon,1991,Outlander,4.2
book_covers/1579.png,Diana Gabaldon,1992,Dragonfly in Amber,4.31
book_covers/1580.png,Diana Gabaldon,1993,Voyager,4.38
book_covers/1581.png,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",4.34
book_covers/1582.png,Diana Gabaldon,2001,The Fiery Cross,4.26
book_covers/1583.png,Diana Gabaldon,2009,An Echo in the Bone,4.42
book_covers/1584.png,Diana Gabaldon,2014,Written in My Own Heart's Blood,4.5
book_covers/1585.png,Diana Gabaldon,2003,Lord John and the Private Matter,3.66
book_covers/1586.png,Diana Gabaldon,2011,The Scottish Prisoner,4.19
book_covers/1587.png,Diana Gabaldon,2012,"A Leaf on the Wind of All Hallows (Outlander, #8.5)",4.24
book_covers/1588.png,Scott Westerfeld,2005,Uglies,3.86
book_covers/1589.png,Scott Westerfeld,2009,Leviathan,3.91
book_covers/1590.png,"Scott Westerfeld, Keith Thompson",2011,Goliath,4.25
book_covers/1591.png,Scott Westerfeld,2004,The Secret Hour,3.8
book_covers/1592.png,Scott Westerfeld,2005,Peeps,3.77
book_covers/1593.png,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)",3.89
book_covers/1594.png,Scott Westerfeld,2014,Afterworlds,3.72
book_covers/1595.png,Scott Westerfeld,2006,"Blue Noon (Midnighters, #3)",3.85
book_covers/1596.png,Jennifer Weiner,2001,Good in Bed,3.7
book_covers/1597.png,Jennifer Weiner,2002,In Her Shoes,3.78
book_covers/1598.png,Jennifer Weiner,2010,Then Came You,3.69
book_covers/1599.png,Jennifer Weiner,2010,Fly Away Home,3.66
book_covers/1600.png,Jennifer Weiner,2015,Who Do You Love,3.74
book_covers/1601.png,Jennifer Weiner,2012,The Next Best Thing,3.46
book_covers/1602.png,Robert A. Heinlein,1961,Stranger in a Strange Land,3.91
book_covers/1603.png,Robert A. Heinlein,1959,Starship Troopers,3.99
book_covers/1604.png,Robert A. Heinlein,1982,Friday,3.82
book_covers/1605.png,Robert A. Heinlein,1957,The Door into Summer,4.0
book_covers/1606.png,Robert A. Heinlein,1958,Methuselah's Children,3.98
book_covers/1607.png,"Robert A. Heinlein, Damon Knight",1967,The Past through Tomorrow,4.15
book_covers/1608.png,Robert A. Heinlein,1956,Double Star,3.88
book_covers/1609.png,Robert A. Heinlein,1984,Job: A Comedy of Justice,3.77
book_covers/1610.png,Jeff Kinney,2008,Rodrick Rules,4.1
book_covers/1611.png,Jeff Kinney,2009,The Last Straw,4.11
book_covers/1612.png,Jeff Kinney,2010,The Ugly Truth,4.16
book_covers/1613.png,Jeff Kinney,2010,Cabin Fever,4.21
book_covers/1614.png,Jeff Kinney,2012,The Third Wheel,4.21
book_covers/1615.png,Jeff Kinney,2013,Hard Luck,4.28
book_covers/1616.png,Jeff Kinney,2014,The Long Haul ,4.33
book_covers/1617.png,Jeff Kinney,2010,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,4.16
book_covers/1618.png,Jeff Kinney,2015,Old School,4.28
book_covers/1619.png,Sarah J. Maas,2012,Throne of Glass,4.24
book_covers/1620.png,Sarah J. Maas,2013,Crown of Midnight,4.49
book_covers/1621.png,Sarah J. Maas,2015,A Court of Thorns and Roses,4.29
book_covers/1622.png,Sarah J. Maas,2014,Heir of Fire,4.53
book_covers/1623.png,Sarah J. Maas,2015,Queen of Shadows,4.6
book_covers/1624.png,Sarah J. Maas,2016,A Court of Mist and Fury,4.72
book_covers/1625.png,Sarah J. Maas,2016,Empire of Storms,4.58
book_covers/1626.png,Sarah J. Maas,2014,The Assassin's Blade,4.48
book_covers/1627.png,Sarah J. Maas,2017,A Court of Wings and Ruin,4.54
book_covers/1628.png,Sarah J. Maas,2012,The Assassin and the Pirate Lord,4.23
book_covers/1629.png,Sarah J. Maas,2012,The Assassin and the Desert,4.4
book_covers/1630.png,Sarah J. Maas,2012,The Assassin and the Empire,4.42
book_covers/1631.png,Sarah J. Maas,2012,The Assassin and the Underworld,4.37
book_covers/1632.png,William Gibson,1984,Neuromancer,3.88
book_covers/1633.png,William Gibson,2003,Pattern Recognition,3.86
book_covers/1634.png,William Gibson,1988,Mona Lisa Overdrive,3.97
book_covers/1635.png,William Gibson,1993,Virtual Light,3.84
book_covers/1636.png,"William Gibson, Bruce Sterling",1990,The Difference Engine,3.41
book_covers/1637.png,William Gibson,2014,The Peripheral,3.94
book_covers/1638.png,William Gibson,2010,Zero History,3.93
book_covers/1639.png,"Tim LaHaye, Jerry B. Jenkins",1995,Left Behind:  A Novel of the Earth's Last Days,3.81
book_covers/1640.png,"Tim LaHaye, Jerry B. Jenkins",1998,Soul Harvest: The World Takes Sides,3.95
book_covers/1641.png,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist",3.98
book_covers/1642.png,"Tim LaHaye, Jerry B. Jenkins",2000,The Mark: The Beast Rules the World,4.02
book_covers/1643.png,"Tim LaHaye, Jerry B. Jenkins",2000,The Indwelling: The Beast Takes Possession,3.97
book_covers/1644.png,"Tim LaHaye, Jerry B. Jenkins",2001,The Sacrilege: The Antichrist Takes the Throne,4.0
book_covers/1645.png,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On the Brink of Armageddon,4.01
book_covers/1646.png,"Tim LaHaye, Jerry B. Jenkins",2003,Armageddon: The Cosmic Battle of the Ages,4.02
book_covers/1647.png,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,3.96
book_covers/1648.png,"Tim LaHaye, Jerry B. Jenkins",1995,Left Behind:  A Novel of the Earth's Last Days,3.81
book_covers/1649.png,"Tim LaHaye, Jerry B. Jenkins",1998,Soul Harvest: The World Takes Sides,3.95
book_covers/1650.png,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist",3.98
book_covers/1651.png,"Tim LaHaye, Jerry B. Jenkins",2000,The Mark: The Beast Rules the World,4.02
book_covers/1652.png,"Tim LaHaye, Jerry B. Jenkins",2000,The Indwelling: The Beast Takes Possession,3.97
book_covers/1653.png,"Tim LaHaye, Jerry B. Jenkins",2001,The Sacrilege: The Antichrist Takes the Throne,4.0
book_covers/1654.png,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On the Brink of Armageddon,4.01
book_covers/1655.png,"Tim LaHaye, Jerry B. Jenkins",2003,Armageddon: The Cosmic Battle of the Ages,4.02
book_covers/1656.png,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,3.96
book_covers/1657.png,Sara Shepard,2006,Pretty Little Liars,3.9
book_covers/1658.png,Sara Shepard,2007,Perfect,4.02
book_covers/1659.png,Sara Shepard,2010,Wanted,4.15
book_covers/1660.png,Sara Shepard,2010,Heartless,4.1
book_covers/1661.png,Sara Shepard,2010,The Lying Game,3.96
book_covers/1662.png,Sara Shepard,2011,Twisted,4.05
book_covers/1663.png,Sara Shepard,2011,Ruthless,3.93
book_covers/1664.png,Sara Shepard,2011,Never Have I Ever ,4.03
book_covers/1665.png,Sara Shepard,2012,"Stunning (Pretty Little Liars, #11)",3.95
book_covers/1666.png,Bill Watterson,2005,The Complete Calvin and Hobbes,4.82
book_covers/1667.png,Bill Watterson,1996,It's a Magical World: A Calvin and Hobbes Collection,4.75
book_covers/1668.png,Bill Watterson,1993,The Days Are Just Packed: A Calvin and Hobbes Collection,4.68
book_covers/1669.png,Bill Watterson,1990,The Authoritative Calvin and Hobbes,4.73
book_covers/1670.png,Bill Watterson,1994,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,4.71
book_covers/1671.png,Bill Watterson,1991,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,4.71
book_covers/1672.png,Bill Watterson,1992,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,4.72
book_covers/1673.png,Tess Gerritsen,2001,The Surgeon,4.1
book_covers/1674.png,Tess Gerritsen,2002,The Apprentice,4.14
book_covers/1675.png,Tess Gerritsen,2003,The Sinner,4.12
book_covers/1676.png,Tess Gerritsen,2008,The Keepsake,4.09
book_covers/1677.png,Tess Gerritsen,2014,Die Again,4.16
book_covers/1678.png,Kim Harrison,2004,Dead Witch Walking,4.04
book_covers/1679.png,Kim Harrison,2005,Every Which Way But Dead,4.29
book_covers/1680.png,Kim Harrison,2005,"The Good, the Bad, and the Undead",4.26
book_covers/1681.png,Kim Harrison,2007,For a Few Demons More ,4.33
book_covers/1682.png,Kim Harrison,2006,A Fistful of Charms,4.28
book_covers/1683.png,Kim Harrison,2010,Black Magic Sanction,4.39
book_covers/1684.png,Kim Harrison,2011,Pale Demon,4.45
book_covers/1685.png,Kim Harrison,2012,A Perfect Blood,4.38
book_covers/1686.png,Kim Harrison,2014,The Undead Pool,4.43
book_covers/1687.png,Kim Harrison,2014,The Witch with No Name,4.43
book_covers/1688.png,Brian Jacques,1986,Redwall,4.11
book_covers/1689.png,Brian Jacques,1988,Mossflower,4.09
book_covers/1690.png,Brian Jacques,1993,Martin the Warrior,4.13
book_covers/1691.png,"Brian Jacques, Gary Chalk",1991,Mariel of Redwall,3.96
book_covers/1692.png,Brian Jacques,1998,Marlfox,3.99
book_covers/1693.png,Anthony Horowitz,2000,Alex Rider: Stormbreaker,3.97
book_covers/1694.png,Anthony Horowitz,2001,Point Blanc,4.1
book_covers/1695.png,Anthony Horowitz,2003,Eagle Strike,4.11
book_covers/1696.png,Anthony Horowitz,2002,Skeleton Key,4.06
book_covers/1697.png,Anthony Horowitz,2005,Ark Angel,4.11
book_covers/1698.png,Anthony Horowitz,2011,The House of Silk,3.95
book_covers/1699.png,Anthony Horowitz,2011,Scorpia Rising,4.29
book_covers/1700.png,Anthony Horowitz,2005,Raven's Gate,3.9
book_covers/1701.png,Anthony Horowitz,2014,Moriarty,3.74
book_covers/1702.png,Maeve Binchy,1998,Tara Road,3.88
book_covers/1703.png,Maeve Binchy,1990,Circle of Friends,4.0
book_covers/1704.png,Maeve Binchy,1996,Evening Class,3.98
book_covers/1705.png,Maeve Binchy,2012,A Week in Winter,3.79
book_covers/1706.png,Maeve Binchy,1992,The Copper Beech,3.89
book_covers/1707.png,Maeve Binchy,1994,The Glass Lake,3.89
book_covers/1708.png,Maeve Binchy,1982,Light A Penny Candle,3.88
book_covers/1709.png,Maeve Binchy,2004,Nights of Rain and Stars,3.67
book_covers/1710.png,"Jo Nesbø, Don Bartlett",2000,"Rødstrupe (Harry Hole, #3) ",3.94
book_covers/1711.png,"Jo Nesbø, Don Bartlett",2007,Snømannen (Harry Hole #7) ,4.04
book_covers/1712.png,Jo Nesbø,2003,Marekors ,4.03
book_covers/1713.png,"Jo Nesbø, Don Bartlett",2002,Sorgenfri,3.98
book_covers/1714.png,Jo Nesbø,2009,"Panserhjerte (Harry Hole, #8)",4.08
book_covers/1715.png,"Jo Nesbø, Charlotte Barslund",2014,Sønnen,4.07
book_covers/1716.png,"Jo Nesbø, Don Bartlett",2011,Gjenferd,4.11
book_covers/1717.png,"Jo Nesbø, Don Bartlett",1998,Kakerlakkene,3.71
book_covers/1718.png,"Jo Nesbø, Don Bartlett",2008,Hodejegerne,3.78
book_covers/1719.png,Jo Nesbø,2005,"Frelseren (Harry Hole, #6)",4.07
book_covers/1720.png,"Jo Nesbø, Don Bartlett",2013,"Politi (Harry Hole, #10)",4.22
book_covers/1721.png,"Jo Nesbø, Neil Smith",2014,Blod på snø,3.5
book_covers/1722.png,Gena Showalter,2008,The Darkest Night,4.09
book_covers/1723.png,Gena Showalter,2008,The Darkest Kiss,4.26
book_covers/1724.png,Gena Showalter,2009,The Darkest Whisper,4.33
book_covers/1725.png,Gena Showalter,2012,Alice in Zombieland,4.05
book_covers/1726.png,Gena Showalter,2010,"The Darkest Passion (Lords of the Underworld, #5)",4.37
book_covers/1727.png,Gena Showalter,2010,The Darkest Lie (Lords of the Underworld #6),4.32
book_covers/1728.png,Gena Showalter,2011,The Darkest Surrender,4.42
book_covers/1729.png,Gena Showalter,2011,"The Darkest Secret (Lords of the Underworld, #7)",4.32
book_covers/1730.png,Gena Showalter,2012,The Darkest Seduction,4.35
book_covers/1731.png,Gena Showalter,2012,Wicked Nights,4.11
book_covers/1732.png,Gena Showalter,2009,Intertwined,3.87
book_covers/1733.png,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",1993,Death: the High Cost of Living,4.21
book_covers/1734.png,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995,The Sandman: Worlds' End,4.48
book_covers/1735.png,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers",4.29
book_covers/1736.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm",4.12
book_covers/1737.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Volume 3: Storybook Love",4.15
book_covers/1738.png,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands",4.3
book_covers/1739.png,"Neil Gaiman, Andy Kubert, Matt Wagner, Simon Bisley, Bernie Mireault, Mark Buckingham",2009,Batman: Whatever Happened to the Caped Crusader?,3.97
book_covers/1740.png,"Neil Gaiman, Mark Buckingham",2008,Odd and the Frost Giants,3.95
book_covers/1741.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005,"Fables, Volume 5: The Mean Seasons",4.19
book_covers/1742.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy",2006,"Fables, Volume 8: Wolves",4.28
book_covers/1743.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007,"Fables, Volume 9: Sons of Empire",4.24
book_covers/1744.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008,"Fables, Volume 10: The Good Prince",4.37
book_covers/1745.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",2006,"Fables, Volume 7: Arabian Nights (and Days)",4.1
book_covers/1746.png,Piers Anthony,1977,A Spell for Chameleon,3.93
book_covers/1747.png,Piers Anthony,1982,"Ogre, Ogre (Xanth, #5)",3.73
book_covers/1748.png,J.R.R. Tolkien,1937,The Hobbit or There and Back Again,4.25
